region_2,carrier_1,timestep_2,technology_1,technology_2,parameter,value
southCarolina,mobilityFreight,2045,frtShip,frtShipFossil,genLow,0
southCarolina,mobilityFreight,2050,frtShip,frtShipFossil,genLow,0
southDakota,mobilityFreight,2015,frtShip,frtShipFossil,genLow,0
southDakota,mobilityFreight,2020,frtShip,frtShipFossil,genLow,0
southDakota,mobilityFreight,2025,frtShip,frtShipFossil,genLow,0
southDakota,mobilityFreight,2030,frtShip,frtShipFossil,genLow,0
southDakota,mobilityFreight,2035,frtShip,frtShipFossil,genLow,0
southDakota,mobilityFreight,2040,frtShip,frtShipFossil,genLow,0
southDakota,mobilityFreight,2045,frtShip,frtShipFossil,genLow,0
southDakota,mobilityFreight,2050,frtShip,frtShipFossil,genLow,0
tennessee,mobilityFreight,2015,frtShip,frtShipFossil,genLow,0
tennessee,mobilityFreight,2020,frtShip,frtShipFossil,genLow,0
tennessee,mobilityFreight,2025,frtShip,frtShipFossil,genLow,0
tennessee,mobilityFreight,2030,frtShip,frtShipFossil,genLow,0
tennessee,mobilityFreight,2035,frtShip,frtShipFossil,genLow,0
tennessee,mobilityFreight,2040,frtShip,frtShipFossil,genLow,0
tennessee,mobilityFreight,2045,frtShip,frtShipFossil,genLow,0
tennessee,mobilityFreight,2050,frtShip,frtShipFossil,genLow,0
texas,mobilityFreight,2015,frtShip,frtShipFossil,genLow,525.6
texas,mobilityFreight,2020,frtShip,frtShipFossil,genLow,525.6
texas,mobilityFreight,2025,frtShip,frtShipFossil,genLow,525.6
texas,mobilityFreight,2030,frtShip,frtShipFossil,genLow,700.8
texas,mobilityFreight,2035,frtShip,frtShipFossil,genLow,350.4
texas,mobilityFreight,2040,frtShip,frtShipFossil,genLow,350.4
texas,mobilityFreight,2045,frtShip,frtShipFossil,genLow,350.4
texas,mobilityFreight,2050,frtShip,frtShipFossil,genLow,0
utah,mobilityFreight,2015,frtShip,frtShipFossil,genLow,0
utah,mobilityFreight,2020,frtShip,frtShipFossil,genLow,0
utah,mobilityFreight,2025,frtShip,frtShipFossil,genLow,0
utah,mobilityFreight,2030,frtShip,frtShipFossil,genLow,0
utah,mobilityFreight,2035,frtShip,frtShipFossil,genLow,0
utah,mobilityFreight,2040,frtShip,frtShipFossil,genLow,0
utah,mobilityFreight,2045,frtShip,frtShipFossil,genLow,0
utah,mobilityFreight,2050,frtShip,frtShipFossil,genLow,0
vermont,mobilityFreight,2015,frtShip,frtShipFossil,genLow,0
vermont,mobilityFreight,2020,frtShip,frtShipFossil,genLow,0
vermont,mobilityFreight,2025,frtShip,frtShipFossil,genLow,0
vermont,mobilityFreight,2030,frtShip,frtShipFossil,genLow,0
vermont,mobilityFreight,2035,frtShip,frtShipFossil,genLow,0
vermont,mobilityFreight,2040,frtShip,frtShipFossil,genLow,0
vermont,mobilityFreight,2045,frtShip,frtShipFossil,genLow,0
vermont,mobilityFreight,2050,frtShip,frtShipFossil,genLow,0
virginia,mobilityFreight,2015,frtShip,frtShipFossil,genLow,175.2
virginia,mobilityFreight,2020,frtShip,frtShipFossil,genLow,175.2
virginia,mobilityFreight,2025,frtShip,frtShipFossil,genLow,175.2
virginia,mobilityFreight,2030,frtShip,frtShipFossil,genLow,175.2
virginia,mobilityFreight,2035,frtShip,frtShipFossil,genLow,175.2
virginia,mobilityFreight,2040,frtShip,frtShipFossil,genLow,0
virginia,mobilityFreight,2045,frtShip,frtShipFossil,genLow,175.2
virginia,mobilityFreight,2050,frtShip,frtShipFossil,genLow,0
washington,mobilityFreight,2015,frtShip,frtShipFossil,genLow,175.2
washington,mobilityFreight,2020,frtShip,frtShipFossil,genLow,175.2
washington,mobilityFreight,2025,frtShip,frtShipFossil,genLow,175.2
washington,mobilityFreight,2030,frtShip,frtShipFossil,genLow,175.2
washington,mobilityFreight,2035,frtShip,frtShipFossil,genLow,0
washington,mobilityFreight,2040,frtShip,frtShipFossil,genLow,0
washington,mobilityFreight,2045,frtShip,frtShipFossil,genLow,0
washington,mobilityFreight,2050,frtShip,frtShipFossil,genLow,0
westVirginia,mobilityFreight,2015,frtShip,frtShipFossil,genLow,0
westVirginia,mobilityFreight,2020,frtShip,frtShipFossil,genLow,0
westVirginia,mobilityFreight,2025,frtShip,frtShipFossil,genLow,0
westVirginia,mobilityFreight,2030,frtShip,frtShipFossil,genLow,0
westVirginia,mobilityFreight,2035,frtShip,frtShipFossil,genLow,0.00E+00
westVirginia,mobilityFreight,2040,frtShip,frtShipFossil,genLow,0.00E+00
westVirginia,mobilityFreight,2045,frtShip,frtShipFossil,genLow,0.00E+00
westVirginia,mobilityFreight,2050,frtShip,frtShipFossil,genLow,0.00E+00
wisconsin,mobilityFreight,2015,frtShip,frtShipFossil,genLow,0
wisconsin,mobilityFreight,2020,frtShip,frtShipFossil,genLow,0
wisconsin,mobilityFreight,2025,frtShip,frtShipFossil,genLow,0
wisconsin,mobilityFreight,2030,frtShip,frtShipFossil,genLow,0
wisconsin,mobilityFreight,2035,frtShip,frtShipFossil,genLow,0
wisconsin,mobilityFreight,2040,frtShip,frtShipFossil,genLow,0
wisconsin,mobilityFreight,2045,frtShip,frtShipFossil,genLow,0
wisconsin,mobilityFreight,2050,frtShip,frtShipFossil,genLow,0
wyoming,mobilityFreight,2015,frtShip,frtShipFossil,genLow,0.00E+00
wyoming,mobilityFreight,2020,frtShip,frtShipFossil,genLow,0.00E+00
wyoming,mobilityFreight,2025,frtShip,frtShipFossil,genLow,0.00E+00
wyoming,mobilityFreight,2030,frtShip,frtShipFossil,genLow,0.00E+00
wyoming,mobilityFreight,2035,frtShip,frtShipFossil,genLow,0.00E+00
wyoming,mobilityFreight,2040,frtShip,frtShipFossil,genLow,0.00E+00
wyoming,mobilityFreight,2045,frtShip,frtShipFossil,genLow,0.00E+00
wyoming,mobilityFreight,2050,frtShip,frtShipFossil,genLow,0.00E+00
alabama,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
alabama,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
alabama,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
alabama,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
alabama,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
alabama,mobilityFreight,2040,frtShip,frtShipRe,genLow,0.00E+00
alabama,mobilityFreight,2045,frtShip,frtShipRe,genLow,0.00E+00
alabama,mobilityFreight,2050,frtShip,frtShipRe,genLow,0
alaska,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
alaska,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
alaska,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
alaska,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
alaska,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
alaska,mobilityFreight,2040,frtShip,frtShipRe,genLow,0
alaska,mobilityFreight,2045,frtShip,frtShipRe,genLow,0
alaska,mobilityFreight,2050,frtShip,frtShipRe,genLow,0
arizona,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
arizona,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
arizona,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
arizona,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
arizona,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
arizona,mobilityFreight,2040,frtShip,frtShipRe,genLow,0
arizona,mobilityFreight,2045,frtShip,frtShipRe,genLow,0
arizona,mobilityFreight,2050,frtShip,frtShipRe,genLow,0
arkansas,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
arkansas,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
arkansas,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
arkansas,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
arkansas,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
arkansas,mobilityFreight,2040,frtShip,frtShipRe,genLow,0.00E+00
arkansas,mobilityFreight,2045,frtShip,frtShipRe,genLow,0.00E+00
arkansas,mobilityFreight,2050,frtShip,frtShipRe,genLow,0
bajaCalifornia,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
bajaCalifornia,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
bajaCalifornia,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
bajaCalifornia,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
bajaCalifornia,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
bajaCalifornia,mobilityFreight,2040,frtShip,frtShipRe,genLow,0
bajaCalifornia,mobilityFreight,2045,frtShip,frtShipRe,genLow,0
bajaCalifornia,mobilityFreight,2050,frtShip,frtShipRe,genLow,0
bajaCaliforniaSur,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
bajaCaliforniaSur,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
bajaCaliforniaSur,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
bajaCaliforniaSur,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
bajaCaliforniaSur,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
bajaCaliforniaSur,mobilityFreight,2040,frtShip,frtShipRe,genLow,0
bajaCaliforniaSur,mobilityFreight,2045,frtShip,frtShipRe,genLow,0
bajaCaliforniaSur,mobilityFreight,2050,frtShip,frtShipRe,genLow,0
california,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
california,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
california,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
california,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
california,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
california,mobilityFreight,2040,frtShip,frtShipRe,genLow,0
california,mobilityFreight,2045,frtShip,frtShipRe,genLow,0
california,mobilityFreight,2050,frtShip,frtShipRe,genLow,350.4
central,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
central,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
central,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
central,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
central,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
central,mobilityFreight,2040,frtShip,frtShipRe,genLow,175.2
central,mobilityFreight,2045,frtShip,frtShipRe,genLow,525.6
central,mobilityFreight,2050,frtShip,frtShipRe,genLow,1401.6
colorado,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
colorado,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
colorado,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
colorado,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
colorado,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
colorado,mobilityFreight,2040,frtShip,frtShipRe,genLow,0
colorado,mobilityFreight,2045,frtShip,frtShipRe,genLow,0
colorado,mobilityFreight,2050,frtShip,frtShipRe,genLow,0
connecticut,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
connecticut,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
connecticut,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
connecticut,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
connecticut,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
connecticut,mobilityFreight,2040,frtShip,frtShipRe,genLow,0
connecticut,mobilityFreight,2045,frtShip,frtShipRe,genLow,0
connecticut,mobilityFreight,2050,frtShip,frtShipRe,genLow,0
delaware,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
delaware,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
delaware,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
delaware,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
delaware,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
delaware,mobilityFreight,2040,frtShip,frtShipRe,genLow,0.00E+00
delaware,mobilityFreight,2045,frtShip,frtShipRe,genLow,0.00E+00
delaware,mobilityFreight,2050,frtShip,frtShipRe,genLow,0.00E+00
florida,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
florida,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
florida,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
florida,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
florida,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
florida,mobilityFreight,2040,frtShip,frtShipRe,genLow,0
florida,mobilityFreight,2045,frtShip,frtShipRe,genLow,0
florida,mobilityFreight,2050,frtShip,frtShipRe,genLow,350.4
georgia,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
georgia,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
georgia,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
georgia,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
georgia,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
georgia,mobilityFreight,2040,frtShip,frtShipRe,genLow,0
georgia,mobilityFreight,2045,frtShip,frtShipRe,genLow,0
georgia,mobilityFreight,2050,frtShip,frtShipRe,genLow,175.2
idaho,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
idaho,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
idaho,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
idaho,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
idaho,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
idaho,mobilityFreight,2040,frtShip,frtShipRe,genLow,0.00E+00
idaho,mobilityFreight,2045,frtShip,frtShipRe,genLow,0
idaho,mobilityFreight,2050,frtShip,frtShipRe,genLow,0
illinois,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
illinois,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
illinois,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
illinois,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
illinois,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
illinois,mobilityFreight,2040,frtShip,frtShipRe,genLow,0
illinois,mobilityFreight,2045,frtShip,frtShipRe,genLow,0
illinois,mobilityFreight,2050,frtShip,frtShipRe,genLow,0
indiana,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
indiana,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
indiana,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
indiana,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
indiana,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
indiana,mobilityFreight,2040,frtShip,frtShipRe,genLow,0.00E+00
indiana,mobilityFreight,2045,frtShip,frtShipRe,genLow,0.00E+00
indiana,mobilityFreight,2050,frtShip,frtShipRe,genLow,0.00E+00
iowa,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
iowa,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
iowa,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
iowa,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
iowa,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
iowa,mobilityFreight,2040,frtShip,frtShipRe,genLow,0.00E+00
iowa,mobilityFreight,2045,frtShip,frtShipRe,genLow,0.00E+00
iowa,mobilityFreight,2050,frtShip,frtShipRe,genLow,0.00E+00
kansas,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
kansas,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
kansas,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
kansas,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
kansas,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
kansas,mobilityFreight,2040,frtShip,frtShipRe,genLow,0.00E+00
kansas,mobilityFreight,2045,frtShip,frtShipRe,genLow,0.00E+00
kansas,mobilityFreight,2050,frtShip,frtShipRe,genLow,0.00E+00
kentucky,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
kentucky,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
kentucky,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
kentucky,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
kentucky,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
kentucky,mobilityFreight,2040,frtShip,frtShipRe,genLow,0.00E+00
kentucky,mobilityFreight,2045,frtShip,frtShipRe,genLow,0
kentucky,mobilityFreight,2050,frtShip,frtShipRe,genLow,0
louisiana,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
louisiana,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
louisiana,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
louisiana,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
louisiana,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
louisiana,mobilityFreight,2040,frtShip,frtShipRe,genLow,0.00E+00
louisiana,mobilityFreight,2045,frtShip,frtShipRe,genLow,0
louisiana,mobilityFreight,2050,frtShip,frtShipRe,genLow,0
maine,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
maine,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
maine,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
maine,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
maine,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
maine,mobilityFreight,2040,frtShip,frtShipRe,genLow,0
maine,mobilityFreight,2045,frtShip,frtShipRe,genLow,0
maine,mobilityFreight,2050,frtShip,frtShipRe,genLow,0
maryland,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
maryland,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
maryland,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
maryland,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
maryland,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
maryland,mobilityFreight,2040,frtShip,frtShipRe,genLow,0
maryland,mobilityFreight,2045,frtShip,frtShipRe,genLow,0
maryland,mobilityFreight,2050,frtShip,frtShipRe,genLow,0
massachusetts,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
massachusetts,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
massachusetts,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
massachusetts,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
massachusetts,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
massachusetts,mobilityFreight,2040,frtShip,frtShipRe,genLow,0
massachusetts,mobilityFreight,2045,frtShip,frtShipRe,genLow,0
massachusetts,mobilityFreight,2050,frtShip,frtShipRe,genLow,0
michigan,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
michigan,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
michigan,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
michigan,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
michigan,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
michigan,mobilityFreight,2040,frtShip,frtShipRe,genLow,0
michigan,mobilityFreight,2045,frtShip,frtShipRe,genLow,0
michigan,mobilityFreight,2050,frtShip,frtShipRe,genLow,0
minnesota,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
minnesota,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
minnesota,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
minnesota,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
minnesota,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
minnesota,mobilityFreight,2040,frtShip,frtShipRe,genLow,0
minnesota,mobilityFreight,2045,frtShip,frtShipRe,genLow,0
minnesota,mobilityFreight,2050,frtShip,frtShipRe,genLow,0
mississippi,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
mississippi,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
mississippi,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
mississippi,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
mississippi,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
mississippi,mobilityFreight,2040,frtShip,frtShipRe,genLow,0.00E+00
mississippi,mobilityFreight,2045,frtShip,frtShipRe,genLow,0.00E+00
mississippi,mobilityFreight,2050,frtShip,frtShipRe,genLow,0
missouri,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
missouri,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
missouri,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
missouri,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
missouri,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
missouri,mobilityFreight,2040,frtShip,frtShipRe,genLow,0.00E+00
missouri,mobilityFreight,2045,frtShip,frtShipRe,genLow,0
missouri,mobilityFreight,2050,frtShip,frtShipRe,genLow,0
montana,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
montana,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
montana,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
montana,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
montana,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
montana,mobilityFreight,2040,frtShip,frtShipRe,genLow,0.00E+00
montana,mobilityFreight,2045,frtShip,frtShipRe,genLow,0.00E+00
montana,mobilityFreight,2050,frtShip,frtShipRe,genLow,0
nebraska,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
nebraska,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
nebraska,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
nebraska,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
nebraska,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
nebraska,mobilityFreight,2040,frtShip,frtShipRe,genLow,0.00E+00
nebraska,mobilityFreight,2045,frtShip,frtShipRe,genLow,0.00E+00
nebraska,mobilityFreight,2050,frtShip,frtShipRe,genLow,0
nevada,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
nevada,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
nevada,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
nevada,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
nevada,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
nevada,mobilityFreight,2040,frtShip,frtShipRe,genLow,0
nevada,mobilityFreight,2045,frtShip,frtShipRe,genLow,0
nevada,mobilityFreight,2050,frtShip,frtShipRe,genLow,0
newHampshire,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
newHampshire,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
newHampshire,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
newHampshire,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
newHampshire,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
newHampshire,mobilityFreight,2040,frtShip,frtShipRe,genLow,0
newHampshire,mobilityFreight,2045,frtShip,frtShipRe,genLow,0
newHampshire,mobilityFreight,2050,frtShip,frtShipRe,genLow,0
newJersey,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
newJersey,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
newJersey,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
newJersey,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
newJersey,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
newJersey,mobilityFreight,2040,frtShip,frtShipRe,genLow,0
newJersey,mobilityFreight,2045,frtShip,frtShipRe,genLow,0
newJersey,mobilityFreight,2050,frtShip,frtShipRe,genLow,0
newMexico,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
newMexico,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
newMexico,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
newMexico,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
newMexico,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
newMexico,mobilityFreight,2040,frtShip,frtShipRe,genLow,0
newMexico,mobilityFreight,2045,frtShip,frtShipRe,genLow,0
newMexico,mobilityFreight,2050,frtShip,frtShipRe,genLow,0
newYork,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
newYork,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
newYork,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
newYork,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
newYork,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
newYork,mobilityFreight,2040,frtShip,frtShipRe,genLow,0
newYork,mobilityFreight,2045,frtShip,frtShipRe,genLow,0
newYork,mobilityFreight,2050,frtShip,frtShipRe,genLow,175.2
noreste,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
noreste,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
noreste,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
noreste,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
noreste,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
noreste,mobilityFreight,2040,frtShip,frtShipRe,genLow,0
noreste,mobilityFreight,2045,frtShip,frtShipRe,genLow,175.2
noreste,mobilityFreight,2050,frtShip,frtShipRe,genLow,525.6
noroeste,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
noroeste,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
noroeste,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
noroeste,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
noroeste,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
noroeste,mobilityFreight,2040,frtShip,frtShipRe,genLow,0
noroeste,mobilityFreight,2045,frtShip,frtShipRe,genLow,0
noroeste,mobilityFreight,2050,frtShip,frtShipRe,genLow,175.2
norte,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
norte,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
norte,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
norte,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
norte,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
norte,mobilityFreight,2040,frtShip,frtShipRe,genLow,0
norte,mobilityFreight,2045,frtShip,frtShipRe,genLow,0
norte,mobilityFreight,2050,frtShip,frtShipRe,genLow,175.2
northCarolina,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
northCarolina,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
northCarolina,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
northCarolina,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
northCarolina,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
northCarolina,mobilityFreight,2040,frtShip,frtShipRe,genLow,0
northCarolina,mobilityFreight,2045,frtShip,frtShipRe,genLow,0
northCarolina,mobilityFreight,2050,frtShip,frtShipRe,genLow,0
northDakota,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
northDakota,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
northDakota,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
northDakota,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
northDakota,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
northDakota,mobilityFreight,2040,frtShip,frtShipRe,genLow,0.00E+00
northDakota,mobilityFreight,2045,frtShip,frtShipRe,genLow,0.00E+00
northDakota,mobilityFreight,2050,frtShip,frtShipRe,genLow,0.00E+00
occidental,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
occidental,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
occidental,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
occidental,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
occidental,mobilityFreight,2035,frtShip,frtShipRe,genLow,0
occidental,mobilityFreight,2040,frtShip,frtShipRe,genLow,0
occidental,mobilityFreight,2045,frtShip,frtShipRe,genLow,350.4
occidental,mobilityFreight,2050,frtShip,frtShipRe,genLow,876
ohio,mobilityFreight,2015,frtShip,frtShipRe,genLow,0
ohio,mobilityFreight,2020,frtShip,frtShipRe,genLow,0
ohio,mobilityFreight,2025,frtShip,frtShipRe,genLow,0
ohio,mobilityFreight,2030,frtShip,frtShipRe,genLow,0
